alpha,mae,coverage
3.0,9.19413948059082,72.94117647058823
4.0,9.512125968933105,38.82352941176471
3.5,9.729580879211426,55.294117647058826
1.5,10.00633430480957,54.11764705882353
2.5,10.106278419494629,81.17647058823529
2.0,10.330517768859863,65.88235294117646
