profile,text,reactions,comments,shares,created_at,followers
Cocos,"Alphabet Inc. ($GOOGL): ¿Corrección u oportunidad?

A pesar de la caída reciente en el precio de la acción, 
hashtag
#Alphabet sigue mostrando fundamentos sólidos que justifican su potencial de revalorización.

Te compartimos el informe realizado por el equipo de Cocos Gold.

Con Cocos Gold, abrís la puerta a una planificación financiera pensada a largo plazo. ¡Activá los beneficios de ser Gold! 👉",37,1,1,14/05/2025,52786
Cocos,"Nuestros fondos ya superan los 800 mil millones de pesos bajo administración, posicionándonos como la segunda gestora que más crece en el país. 

Los argentinos confían en Cocos para potenciar sus ahorros gracias a su rendimiento, confianza, y funcionalidad.

Tenemos un fondo para cada estilo de inversor.
Conoce más 👉",28,1,1,13/07/2025,52786
Cocos,"📍 Cocos ahora también en Córdoba

Dimos un paso más en nuestra expansión regional con la apertura de una nueva oficina, para estar cada vez más cerca de los clientes que confían en nosotros.

En contextos volátiles como el actual —donde cambian las tasas, el tipo de cambio y las reglas de juego— ayudamos a las empresas a administrar mejor su liquidez, a protegerse del riesgo cambiario, a financiarse cuando necesitan crecer y a planificar con una mirada de largo plazo.

El mercado de capitales ofrece alternativas que combinan seguridad, rendimiento y liquidez, y que se adaptan a diferentes perfiles de empresa
¿Querés que pensemos juntos una estrategia? 👉 Escribinos a

Gracias a todos los que nos acompañaron ayer en la inauguración. ¡Vamos por más! 🚀",127,5,5,14/04/2025,52786
Cocos,"Nuevamente #2 en Renta Fija y Acciones 🚀

En el mes de marzo nos ubicamos nuevamente en el puesto 2 del ranking de Acciones y Renta Fija deen términos de volumen operado.",23,0,0,14/04/2025,52786
Cocos,"Nuevamente #2 en Renta Fija y Acciones 🚀

En el mes de abril nos mantuvimos en el puesto 2 del ranking de Acciones y Renta Fija deen términos de volumen operado.",23,0,4,14/05/2025,52786
Cocos,"El Modelo Cocos 🥥 

Ariel Sbdar y Nicolás Mindlin founders de Cocos, dialogaron con Forbes sobre cómo construyeron un modelo sólido, sustentable y escalable que transformó el sistema financiero en Argentina y ahora quiere expandirse a México y conquistar la región.

Cocos en números
. Más de 1 millón de cuentas comitentes.
. Más de 2.300 clientes pyme e institucionales
. US$ 1.500 millones AUM.
. Facturación 2025 (p): US$ 70 millones
. Equipo: más de 150

Lo que se viene es enorme 🚀

Leé la nota dey👉",48,0,2,11/10/2025,52786
Cocos,"Una Cocos Talks muy enriquecedora con nuestros clientes corporativos e institucionales. 

Hoy recibimos al equipo financiero derepresentado por Leandro Pérez Camaño y.

Analizamos los proyectos de inversión de la compañía, las perspectivas del sector y el impacto del crecimiento de Vaca Muerta. Nos llevamos insights clave y grandes expectativas sobre el futuro de la industria energética.

¡Gracias a todos por ser parte de este espacio!",50,0,1,14/04/2025,52786
Cocos,"Conocé el 
hashtag
#Ranking🏆 de Volumen de Terceros de Mayo 2025.
Datos que reflejan la operatoria en 
hashtag
#Futuros y 
hashtag
#Opciones.



|||||||||",65,0,11,13/06/2025,52786
Cocos,"Experiencias reales: de la Job Fair de la Universidad Torcuato Di Tella al equipo de Cocos

En la edición anterior estudiantes del Club de Finanzas se acercaron a nuestro stand con interés por el mercado financiero y curiosidad por cómo se trabaja en una fintech en expansión.

Tiempo después, vinieron a conocer nuestras oficinas, charlamos sobre el día a día, lo que hacemos, cómo lo hacemos y por qué nos apasiona tanto.

Hoy, una de esas estudiantes forma parte del equipo como pasante.

Gracias UTDT por generar estos espacios. Y gracias a cada persona que se acercó a conocernos esta Job Fair 2025. ¡Nos vemos en la próxima!",80,1,1,13/06/2025,52786
Cocos,"hashtag
#AbriendoCocos 🥥

Hoy recibimos la visita de estudiantes del Club de Finanzas de UADE, quienes, junto a, coordinador del
, recorrieron nuestras oficinas y conocieron de cerca cómo trabajamos.

Durante el encuentro, charlaron con representantes de diferentes áreas clave como Operaciones, Mesa, CX y Comercial, profundizando en el día a día de cada equipo y en el impacto que generan para que más personas inviertan y formen parte del mercado financiero.

¡Gracias por la visita!",164,7,7,14/04/2025,52786
Cocos,"Hay varias razones que explican por qué subió el dólar. 

💸 Entraron un billón de pesos a la ""calle"". El Tesoro tenía que pagar 8,5 billones de deuda en pesos, pudo renovar 7,5, o sea, volver a emitir deuda y el otro billón de pesos lo consiguió con la emisión del BONTE 2030 afuera, que le entraron dólares, no pesos. Con lo cual el Tesoro tuvo que emitir pesos para pagar esa deuda a los tenedores.
💸 La tasa a la que emitieron esos bonos internacionalmente fue un poco más alta de lo que el mercado esperaba,

De eso y más se habló en el
de esta semana, streaming exclusivo para los clientes de Cocos Gold, junto ay.

Si sos parte del segmento Gold podés acceder a charlas exclusivas como esta. ¿Querés ser Gold? Comunicate apara más información.",22,0,0,13/06/2025,52786
Cocos,"Nuevamente #2 en Acciones y Renta Fija 🚀

En el mes de febrero nos ubicamos nuevamente en el puesto 2 del ranking de Acciones y Renta Fija deen términos de volumen operado.",28,0,2,15/03/2025,52786
Cocos,"Relanzamos el segmento AFI con una plataforma renovada 🚀 

Ayer nos encontramos con los profesionales independientes de todo el país que forman parte de nuestro programa Cocos AFI para presentarles la nueva plataforma de gestión.

Esta herramienta de alta tecnología, desarrollada in-house, incorpora una ticketera para agilizar y eficientizar la comunicación, permitiendo enviar solicitudes de manera rápida y directa, optimizando los tiempos de respuesta y facilitando el flujo de trabajo.

Acompañaron este encuentro, líder del segmento AFI, y, asesor financiero, quienes guian y dan soporte a cada asesor en su crecimiento profesional.

Sumate a Cocos AFI y convertite en un Agente Productor, Asesor Global de Inversión o Referenciador destacado 👉",110,3,3,15/03/2025,52786
Cocos,"""No es lo mismo negociar desde un gobierno validado por las urnas que desde uno que no lo está"".

, Prosecretario de Redacción La Nación, pasó por el
de hoy junto aey analizaron la coyuntura, el mercado y los escenarios que se vienen.

📩 ¿Querés ser Gold y acceder a estos encuentros para clientes? Escribinos a:",19,0,3,13/06/2025,52786
Cocos,"📈 Charla introductoria al mercado de capitales en empresas

Hoy Damian Palais, asesor financiero de Cocos visitó ABN Digital para acercar el mundo de las inversiones a la agencia de marketing digital y ayudar a más personas a manejar sus finanzas.

¡Gracias por el espacio y la oportunidad de seguir educando! Siempre es un placer compartir la importancia de invertir para proteger los ahorros 🚀.",48,1,1,15/03/2025,52786
Cocos,"📍Cocos Biz en Rosario
 
Este viernes nuestro equipo PyME viaja a Rosario para acompañar de cerca a cada empresa de la región, entender sus desafíos y compartir soluciones financieras a medida para potenciar su crecimiento.

Contactanos para agendar tu reunión 👉",39,0,11,11/10/2025,52786
Cocos,"hashtag
#HablaLaMesa de Cocos: semana de fiesta en el mercado por Agustina Savoia Asesora Financiera de Cocos Gold

📌Se empieza a marcar un piso en el dólar
📌El gobierno festeja bajando tasas
📌El Merval subió 6,5% en dólares
📌EEUU y China: acuerdo confirmado

Invertí con información, invertí siendo Gold 👉",35,0,1,13/06/2025,52786
Cocos,WOWWWW Moody's Corporation ACABA DE CALIFICAR 3 FONDOS DE Cocos!!!!,114,2,2,10/11/2025,52786
Cocos,"hashtag
#HablaLaMesa de Cocos: todo lo que estuvo pasando en el mercado por Felix Marenco Asesor Financiero de Cocos Gold

📌Una buena semana para el peso
📌Presentó balance YPF y MELI
📌Acuerdos bilaterales de USA

Invertí con información, invertí siendo Gold 👉",28,0,2,14/05/2025,52786
Cocos,"#2 en Acciones y Renta Fija 🚀

En el mes de enero nos ubicamos nuevamente en el puesto 2 del ranking de Acciones y Renta Fija deen términos de volumen operado.",39,0,2,13/02/2025,52786
Cocos,"hashtag
#HablaLaMesa de Cocos: lo que dejó esta semana corta por Ian Colombo Asesor Financiero de Cocos Gold

📌Medidas para fomentar la utilización de los dólares atesorados
📌Tipos de cambio estables
📌Habló Milei en la2025

Invertí con información. ¡Activá los beneficios de ser Gold! 👉

Gracias aypor permitirnos ser parte de la 12°
convención sobre economía, finanzas e inversiones🙌",52,0,2,14/05/2025,52786
Cocos,"📉 ¿Qué pasó esta semana? Mucho
Resumen de los temas clave que marcaron la agenda financiera con Damian Palais, Asesor Financiero de Cocos Gold

📌 Alphabet (Google) superó las expectativas del mercado
📌 ¿Volvió el carry trade?
📌 Los bonos no dejan de subir tras la salida del cepo
📌 ¿Donald Trump está perdiendo su guerra arancelaria con China?

Invertí con información. Invertí con respaldo. ¡Activá los beneficios de ser Gold! 👉",45,0,2,14/05/2025,52786
Cocos,"Lanzamos Cocos Dólares Plus para que tus dólares rindan más 

Para inversores que buscan retornos similares a los de las Obligaciones Negociables, pero con la flexibilidad de acceder a sus ganancias sin necesidad de esperar al vencimiento del instrumento.

✅ TNA estimada: 8%
✅ Rescate T+1
✅ Ideal para perfiles moderados, que buscan más rendimiento aunque implique un poco más de volatilidad.
✅Horizonte de 3 años.

Accedé desde la app 👉",36,2,2,14/05/2025,52786
Cocos,"Si sos parte del segmento Gold podés acceder a charlas exclusivas como esta. 

Es un servicio exclusivo diseñado para grandes inversores que buscan asesoramiento especializado y un portfolio personalizado, adaptado a su perfil, objetivos financieros y tolerancia al riesgo.

✉ ¿Querés ser Gold? Comunicate apara más información.",45,0,5,14/05/2025,52786
Cocos,"#2 en Acciones y Renta Fija 🚀

En el mes de diciembre nos ubicamos nuevamente en el puesto 2 del ranking de Acciones deen términos de volumen operado y también #2 en Renta Fija.

Estamos muy orgullosos del crecimiento que venimos teniendo",46,4,4,14/01/2025,52786
Cocos,"hashtag
#AbriendoCocos🥥 es masivo 

Hoy recibimos la visita de estudiantes de Alemania y Estados Unidos, quienes forman parte del programa de verano de la, Summer School (SASS) enfocado en conectar a los alumnos con la transformación digital en Argentina y su impacto en los mercados y empresas.

, Financial Advisor de Cocos Capital y, Product Manager de Cocos lideraron una conversación enriquecedora sobre qué es Cocos, profundizando en soluciones financieras, segmentos de clientes, funcionamiento de la app y el contexto económico de Argentina.

Acompañaron a los alumnos, Coordinador Académico del programa, y, Coordinador de Proyectos de Intercambio.

¡Gracias por visitar la
!",144,2,2,13/02/2025,52786
