profile,text,reactions,comments,shares,created_at,followers
Nu,"No dia 20 de março, daremos início a um ano especial para a nossa comunidade – estamos a caminho da 100ª edição dos meetups de Data Science & Machine Learning do Nubank! 

Para abrir 2025 com chave de ouro, convidamos Sandeco Macedo, professor, pesquisador e um dos grandes comunicadores da área de Inteligência Artificial no Brasil, para falar sobre um dos temas mais quentes do momento: Agentes Inteligentes.
Se você já se perguntou como esses agentes estão revolucionando setores e criando novas possibilidades de interação humano-máquina, este evento é para você!

📅 20 de março, das 19h às 21h
📍Online, inscrição gratuita
🔗 Inscreva-se aqui:


Marque nos comentários aquela pessoa que não pode perder essa conversa!👇",297,18,18,14/04/2025,5820091
Nu,"O Nu está completando 12 anos!

Para celebrar este mês de aniversário, convidamos aqueles que são o centro de tudo o que fazemos: nossos clientes. Eles contam como nosso atendimento impactou de forma positiva sua experiência, reforçando o que faz do Nu a instituição financeira preferida dos brasileiros. Leia mais aqui:",850,47,47,13/06/2025,5820091
Nu,"Por trás de cada funcionalidade do Nubank, existe uma cadeia de decisões orientadas por dados reais, testes constantes e o comportamento de quem mais importa: nossos clientes.

É isso que o Guilherme e o time de Business Analytics fazem todos os dias. Mapeiam padrões, levantam hipóteses, desafiam certezas e ajudam outros times a construir soluções que fazem a diferença.

👉 Se isso te inspira, imagina ser parte desta história! Leia mais em nosso blog:",454,15,15,11/09/2025,5820091
Nu,"No Nubank, cada conversa com um cliente é uma oportunidade de criar confiança.

A Aline conhece bem esse caminho: já passou por todas as cadeiras do atendimento e hoje lidera seu time, focado em oferecer a melhor experiência para quem está do outro lado da tela.

Mais do que organizar processos, ela acompanha tendências, testa novas tecnologias e garante que o time esteja sempre pronto para ir além da resposta certa.

👉 Se isso te inspira, imagina ser parte desta história! Leia mais em nosso blog:",329,14,14,11/09/2025,5820091
Nu,"Simplificar o que é complexo. Esse é o desafio diário de quem trabalha com Produto aqui no Nubank. 

Por trás da tela inicial do app, decisões técnicas, estratégicas e colaborativas que moldam a experiência de milhões de clientes. O André, um de nossos Product Managers, vive isso todos os dias - transformando essa jornada em algo intuitivo.

Do design à infraestrutura, tudo é pensado para que o cliente encontre o que precisa sem esforço. E é essa mágica silenciosa que transforma a relação das pessoas com o Nubank.

👉 Se isso te inspira, imagina ser parte desta história! Leia mais em nosso blog:",479,12,12,11/09/2025,5820091
Nu,"O Nu fechou 2024 com resultados operacionais e financeiros recordes. Com 114 milhões de clientes no Brasil, México, e Colômbia e capacidade cada vez maior de monetização, a companhia teve receita de US$ 11,5 bilhões no ano.

O Nu foi capaz, ainda, de manter seus custos para servir bem abaixo da média do mercado e melhorar ainda mais sua eficiência operacional. Com isso, entregou um Retorno Sobre Patrimônio Líquido (ROE) de 28%, e lucro líquido de quase US$ 2 bilhões no ano.

O fundador e CEO, David Vélez, ressaltou que a empresa vai continuar investindo em seus planos de crescimento a longo-prazo, que passam por oferecer produtos e serviços cada vez melhores, a uma fatia cada vez maior da população, e em novas verticais, como NuCel e Nu Viagens.

Leia mais sobre nossos resultados do quarto trimestre e ano completo de 2024, além de outras notícias, na nova edição da NuHeadlines.",1476,51,51,15/03/2025,5820091
Nu,"No dia 26 de fevereiro, o Nubank dá início à temporada de meetups de 2025 com um tema essencial para times de engenharia: Observabilidade. O evento reunirá especialistas do Nubank e da AWS para compartilhar desafios e soluções em monitoramento de sistemas em larga escala.

A primeira apresentação será conduzida por Lucas Vieira Souza da Silva e Luis Tiani, da AWS, que abordarão Observabilidade com OpenTelemetry, Prometheus e Amazon OpenSearch na AWS. Na segunda apresentação, Otavio Valadares e Caio Sousa, do Nubank, apresentarão a Plataforma Alexandria, desenvolvida internamente para monitorar mais de três mil microsserviços. Eles compartilharão como a empresa estruturou suas próprias ferramentas para lidar com operações em larga escala e garantir um alto nível de observabilidade.

O evento será realizado presencialmente na sede do Nubank em São Paulo, com transmissão online via Zoom. A inscrição prévia é obrigatória e as vagas presenciais são limitadas.",361,29,29,15/03/2025,5820091
Nu,"Como acompanhamos nas últimas semanas, trabalhar no Nubank é saber que uma boa pergunta pode mudar tudo.

É ter espaço pra testar, fazer diferente e desafiar o status quo todos os dias. É se juntar a um time que transforma tecnologia em soluções que simplificam a vida de milhões de pessoas. E é isso o que torna o nosso dia a dia tão extraordinário.

🎬 No último vídeo da nossa série, mostramos o que não apareceu na frente das câmeras, mas que diz muito sobre como é fazer parte dessa história.

Quer viver isso com a gente?
Conheça nossas vagas e faça seu cadastro -

Faça o extraordinário acontecer.
O futuro é Roxo!",380,25,25,13/06/2025,5820091
Nu,"Uma necessidade. Que vira um desafio. Que vira uma solução. Que transforma o dia a dia de milhões de pessoas 

Cada nova funcionalidade do Nubank começa ouvindo uma dor real dos clientes. E quando lançamos algo que resolve essa dor, a gente vê o impacto na prática.

🎬 Assista e escute a Marília Rocha falar sobre desenvolvimento do Alô Protegido, um bloqueador de chamadas de centrais falsas que protege nossos clientes de possíveis fraudes.

Quer viver isso com a gente?
Conheça nossas vagas e inscreva-se -

Faça o extraordinário acontecer.
O futuro é Roxo!",230,18,18,14/05/2025,5820091
Nu,"A NuHeadlines é a newsletter corporativa do Nubank, que a partir de agora estará disponível também aqui pelo LinkedIn.

Nesta edição: O Nu México anunciou uma parceria com a OXXO para expandir sua rede de depósitos e saques para mais de 22.000 lojas em todo o país. A notícia veio pouco antes de a companhia alcançar 10 milhões de clientes por lá. E também: O Nu anunciou um investimento no Tyme Group, um dos bancos digitais que mais cresce globalmente, com operações na África do Sul e Filipinas; o NuCel está sendo disponibilizado gradualmente para clientes no Brasil; e muito mais.

Confira a edição completa:",1218,66,66,13/02/2025,5820091
Nu,"O Nubank já é uma das maiores fintechs do mundo. Mas, pra gente, crescer significa muito mais do que somar clientes. É sobre multiplicar impacto e criar soluções que transformam vidas.

🎬 Ouça o Leonardo, engenheiro de software, falar sobre como uma ideia que parecia impossível, hoje segue transformando o mercado - e a vida das pessoas - a cada nova solução.

Quer viver isso com a gente?
Conheça nossas vagas e faça seu cadastro -

Faça o extraordinário acontecer.
O futuro é Roxo!",282,14,14,14/05/2025,5820091
Nu,"Aconteceu muita coisa este ano, mas todas têm algo em comum: o jeito como nossos clientes estão no centro de tudo que fazemos. Parando pra pensar e ver como conseguimos participar cada vez mais das realizações das pessoas, não dá pra ser triste. 💜",611,23,23,15/12/2024,5820091
Nu,"Este mês aconteceu em Vienna, na Austria, a George UX Conf, conferência que reuniu profissionais de Design e Produto de diversos países e empresas do ramo financeiro, com o tema central “Shaping Finances by Design”.

O Nubank esteve presente no evento, representado por, Diretora de Design, e, Gerente Geral de Global Bank Account. Ellen e Cesar puderam compartilhar insights poderosos sobre como nos organizamos para criar produtos fundamentalmente diferentes para nossos usuários, sempre elevando a qualidade através de processos estruturados.

Para o Nubank é um enorme orgulho poder compartilhar conhecimento a nível global com tantas outras empresas e profissionais que compartilham o nosso objetivo de reinventar todos os dias a nossa indústria.

Quer conhecer mais sobre como fazemos os melhores produtos digitais no Nubank? Acesse nosso blog e confira os destaques da nossa apresentação na George UX Conference 2024:",741,21,21,15/12/2024,5820091
Nu,"Caminhando para os últimos eventos do ano, no dia 04 de Dezembro, quarta-feira, teremos o nosso último Meetup de Engenharia de Software de 2024! 

Nesta edição teremos uma super palestra sobre Cloud: ""Gerenciando Limites da Nuvem: Estratégias e Melhores Práticas para Sustentar o Crescimento do Nubank"", apresentada por Diogo Dantas e Elton Peixoto, representantes do nosso time de Engenharia.

O evento será híbrido: teremos vagas para participação presencial no escritório do Nubank em São Paulo, e também transmissão online. As vagas presenciais são limitadas.

Confira todos os detalhes e inscreva-se no formulário disponível abaixo.

Não deixe também de marcar nos comentários quem deveria participar com você deste evento!",276,9,9,15/12/2024,5820091
Nu,"A Nu Holdings divulgou seus resultados financeiros do terceiro trimestre de 2024, e eles reforçam mais uma vez nossa capacidade de combinar crescimento e rentabilidade. 

Tivemos um lucro líquido de US$ 553 milhões e ROE anualizado de 30%. Além dos fortes resultados financeiros, ultrapassamos a marca de 100 milhões de clientes no Brasil, atendendo mais de 57% da população adulta do país.

Com 110 milhões de clientes no Brasil, México e Colômbia, esse avanço constante reflete nosso compromisso com inovação e eficiência, sustentando nossa expansão geográfica e o desenvolvimento contínuo de soluções que transformam a experiência de milhões de clientes.

Seguimos investindo em crescimento pautado pela inovação em todos os países onde atuamos, sempre com foco no cliente.",659,17,17,15/12/2024,5820091
Nu,"O Nubank é a marca mais forte do Brasil e a que mais se valorizou no último ano, segundo a consultoria Brand Finance. O relatório afirma que o índice de força de 95,3 em 100 é resultado do forte desempenho financeiro, da expansão no mercado e do foco no cliente.

Na edição de junho da NuHeadlines, você pode ler mais sobre esse e outros reconhecimentos, e ainda: o Nubank zera o spread da Conta Global e ativa alertas de preço para voos, lança o Pix Automático com Busca Inteligente, e mais.",1289,69,69,13/07/2025,5820091
Nu,"Nada muda se ninguém questiona. E no Nubank, o impossível é só uma ideia que ainda não saiu do papel. 

Foi assim que a plataforma Me roubaram nasceu, um site que mesmo sem o app ou o celular, nossos clientes podem acessar sua conta para bloquear seus cartões e deslogar dos seus aparelhos em caso de roubo.

🎬 Ouça a Beca Maia e o Mário Souto falarem sobre como inovar é mais do que simplesmente ter ideias – é ter coragem de tirar elas do papel.

Quer viver isso com a gente?
Conheça nossas vagas e faça seu cadastro -

Faça o extraordinário acontecer.
O futuro é Roxo!",205,14,14,14/05/2025,5820091
Nu,"Descomplicar a vida das pessoas é trazer tecnologia e informação para que cada uma tome as melhores decisões.

Seja criando soluções mais seguras, como a Chamada Verificada, seja simplificando a forma como falamos sobre dinheiro, tudo é pensado para dar mais controle para os nossos clientes.

🎬 Assista  o Lucas Basques, business analytics manager, que vê na transparência a chave para eliminar barreiras.

Quer viver isso com a gente?
Conheça nossas vagas e faça seu cadastro -

Faça o extraordinário acontecer.
O futuro é Roxo!",220,15,15,14/05/2025,5820091
Nu,"No dia 26 deste mês teremos a próxima edição do nosso meetup de Data Science & Machine Learning! Desta vez vamos explorar como a experimentação impulsiona a inovação no Nubank.

Através de uma plataforma dedicada, diferentes times conseguem testar ideias, validar hipóteses e implementar mudanças com segurança. Convidamos Matheus Fagundes, Lead Data Scientist no Nubank, para compartilhar as principais lições aprendidas durante os 3 anos de desenvolvimento dessa plataforma, que tem sido essencial para criar produtos de alta qualidade e promover a inovação contínua.

O evento será híbrido, com oportunidade para participação presencial em nosso escritório em São Paulo, ou de forma online através do Zoom. Inscreva-se no link, as vagas são limitadas.

Não perca esta oportunidade e marque nos comentários aquela pessoa que precisa saber deste evento!",272,12,12,15/12/2024,5820091
Nu,"No episódio mais recente do Nu Videocast, o novo CTO do Nubank, Eric Young, fala sobre o papel central da IA no crescimento da companhia e no futuro dos serviços financeiros como um todo. Ele explica como a construção da nossa infraestrutura digital-first nos coloca em uma posição única para oferecer experiências personalizadas e eficiência operacional em grande escala, revolucionando ainda mais os serviços financeiros globais.

Young ainda compartilha por que aceitou o convite para liderar a área de tecnologia no Nubank após anos em grandes empresas de tecnologia americanas e como enxerga o futuro das profissões na área.

Veja no YouTube e Spotify:
YouTube:
Spotify:",311,7,7,11/09/2025,5820091
Nu,"Ainda em dúvida se vai garantir seu lugar na Clojure South 2025?

Nos dias 6 e 7 de outubro, o escritório do Nubank, recebe a maior conferência de Clojure da América do Sul.

É a oportunidade de começar ou aprofundar seu conhecimento na linguagem, se conectar com quem compartilha interesse por Clojure e Datomic e conhecer profissionais que estão transformando produtos e times no Brasil e no mundo.
Garanta seu ingresso em",164,13,13,11/09/2025,5820091
Nu,"O Nu acaba de receber o Selo de Prevenção a Fraudes! 

Lançada em 2024 pela Confederação Nacional das Instituições Financeiras (CNF), a certificação reconhece instituições que adotam as melhores práticas na prevenção, combate e conscientização sobre fraudes e golpes no setor financeiro.

A segurança de nossos clientes é sempre uma prioridade, para além das exigências regulatórias, e esse reconhecimento reforça a qualidade e eficiência dos nossos processos e mecanismos de prevenção. Utilizamos soluções tecnológicas avançadas para implementar políticas de segurança robustas e desenvolver ações educativas para proteção contra ameaças.

Confira mais informações em:",1297,42,42,13/06/2025,5820091
Nu,"Como é o dia a dia de quem trabalha em uma das maiores plataformas de serviços financeiros digitais do mundo? Qual foi a ideia mais maluca que virou realidade aqui?

Durante as últimas semanas, vocês acompanharam o nosso time compartilhando como é, de fato, fazer parte do Nubank - e essas e outras histórias que nasceram dessas conversas estão reunidas no nosso novo blogpost.

Descubra o que está por trás da nossa cultura e como o extraordinário acontece quando as perguntas certas encontram as pessoas certas:

Faça o extraordinário acontecer.
O futuro é Roxo!",345,26,26,13/06/2025,5820091
Nu,"Projetar para milhões de pessoas, em diferentes países, com agilidade e acessibilidade: esse é o nosso desafio todos os dias aqui no Nubank.

Neste blog post em parceria com o Figma, compartilhamos um pouco da nossa jornada, mas a verdade é que o que fazemos vai muito além. Estamos construindo produtos que nascem de um jeito diferente, com um time de tecnologia que torna isso possível todos os dias.

Se você se identifica com essa missão e quer usar suas habilidades para transformar a vida de milhões de pessoas, vem com a gente. Estamos em busca de pessoas que queiram imaginar e construir o futuro junto com o Nubank.",242,12,12,11/09/2025,5820091
Nu,"Últimos dias para se inscrever no Programa de Estágio Nu! ⏳

Estamos na reta final: não deixe passar a chance de começar sua jornada com o
.

Se você está cursando o ensino superior (bacharelado, licenciatura ou tecnólogo) em uma universidade brasileira, com previsão de formatura entre dezembro de 2026 e julho de 2027, essa pode ser a sua oportunidade.

No Nu, você vai aprender com os melhores, assumir responsabilidades desde o primeiro dia e impactar mais de 118 milhões de clientes. Se resolver problemas complexos e desafiar o convencional todos os dias é algo que te motiva, temos uma vaga para você.

As inscrições vão até 19 de agosto:",1283,61,61,11/09/2025,5820091
Nu,"Quer começar sua carreira em um lugar onde questionar o convencional é parte do dia a dia? No Programa de Estágio Nu 2025, você vai muito além do básico. 

Uma das vagas abertas é para quem quer atuar com Análise de Negócios, apoiando times multidisciplinares e participando de projetos que impactam milhões de clientes!

O que você vai fazer nessa área?
1) Decifrar dados complexos e transformá-los em insights poderosos.
2) Organizar e analisar informações para guiar decisões que movem o negócio.
3) Conduzir experimentos para validar ideias e descobrir novas oportunidades.
4) Resolver desafios de negócio usando análise de dados de verdade.

E claro, essa é só uma das várias áreas que você pode explorar e crescer no nosso programa!

As inscrições estão abertas até 19 de agosto:- não deixe essa chance passar:",1228,58,58,11/09/2025,5820091
Nu,"O extraordinário acontece quando analisamos as necessidades dos mais de 100 milhões de clientes e criamos produtos simples, que facilitam o dia a dia de cada um deles. 

É o caso da Chamada Verificada, uma solução prática para combater as centrais falsas e prevenir que nossos clientes sejam fraudados.

🎬 Assista a Carolina Azevedo, design manager e Marília Rocha, senior software engineer e contando como é ver seu produto impactando a vida de milhões de pessoas.

Quer viver isso com a gente?
Conheça nossas vagas e faça seu cadastro -

Faça o extraordinário acontecer.
O futuro é Roxo!",250,6,6,14/05/2025,5820091
Nu,"No Nubank, não importa o tamanho do problema – sempre tem um time pronto para resolvê-lo.

Para o Mário Souto, Staff Software Engineer, o mais incrível é que toda ideia é bem-vinda e pode virar algo maior. Não importa sua área, cargo ou tempo de casa – todo mundo tem espaço para aprender, contribuir e transformar.

💡 Engenheiro trazendo ideias para campanhas? Designer ajudando a agilizar um teste de produto? Acontece o tempo todo. O aprendizado é constante. A colaboração é real. E o impacto do seu trabalho? Pode ser muito maior do que você imagina.

🎬 Assista ao vídeo e descubra como é trabalhar ao lado de pessoas que se desafiam e dão o seu melhor todos os dias.

Faça o extraordinário acontecer.
O futuro é Roxo!",322,12,12,14/04/2025,5820091
Nu,"Você já se perguntou como é trabalhar no Nubank e poder fazer o extraordinário acontecer?

Decidimos sair às ruas para responder às maiores dúvidas das pessoas sobre como é trabalhar aqui.

Acompanhe nossas redes a partir de amanhã para conferir o resultado!

E você, o que perguntaria para alguém que trabalha no Nubank?",811,50,50,14/04/2025,5820091
Nu,"Faltam apenas 3 dias para enviar sua proposta de conteúdo para a Clojure South 2025!

Queremos compor uma programação diversa e inspiradora, e você pode fazer parte dela como palestrante. Estamos recebendo propostas de palestras e lightning talks até 31 de Agosto. Os temas podem incluir Clojure, ClojureScript, Datomic ou assuntos que, mesmo não ligados diretamente à linguagem, sejam relevantes para a comunidade.

A conferência contará com tradução simultânea, então você pode submeter no idioma de sua preferência.

Participe e compartilhe sua experiência na maior conferência de Clojure da América do Sul. Envie sua proposta até o próximo domingo:",88,6,6,11/09/2025,5820091
Nu,"A agenda completa dos workshops da Clojure South 2025 já está disponível!

A maior conferência de Clojure da América do Sul será realizada nos dias 6 e 7 de outubro, em São Paulo, no escritório do Nubank, na Vila Leopoldina. O primeiro dia será dedicado exclusivamente a workshops de Clojure e Datomic.

Pela manhã,conduzirá um workshop prático de introdução à linguagem Clojure. Você aprenderá a escrever seus próprios programas e terá uma base sólida para evoluir.

À tarde,eapresentarão um workshop sobre Datomic, explorando os conceitos centrais por meio de exercícios práticos com transações, consultas em Datalog e manipulação de dados temporais.

Os últimos ingressos para o dia 6 de outubro estão disponíveis. Garanta já o seu lugar!",124,4,4,11/09/2025,5820091
Nu,"O primeiro lote de ingressos para a Clojure South 2025 já está disponível!

Nos dias 6 e 7 de outubro, em São Paulo, a comunidade de Clojure vai se reunir para compartilhar conhecimento, aprender e criar, junto a especialistas do Brasil e de outros países.

É a sua chance de participar do maior evento de Clojure da América Latina e se aprofundar em Clojure, ClojureScript e Datomic.

As vagas do primeiro lote são limitadas.
Conheça mais sobre o evento e como comprar o seu ingresso em:",246,8,8,12/08/2025,5820091
Nu,"No novo episódio do Nu Videocast, o fundador e CEO do Nubank, David Vélez, e o recém-chegado Vice-Chairman e Head Global de Políticas Públicas, Roberto Campos, compartilham suas perspectivas sobre o poder transformador do Pix, Open Finance e tokenização, e o futuro dos pagamentos digitais.

Eles também destacam como o Nubank e o Brasil estão à frente quando se trata de inovação financeira, e como um entendimento profundo de tecnologia, regulamentação e experiência do usuário é crucial para construir uma infraestrutura financeira de impacto.

Assista:",554,14,14,12/08/2025,5820091
Nu,"Inauguramos recentemente o Nubank Ultravioleta Lounge, uma experiência 5 estrelas para você aguardar o seu voo, no Terminal 3 do Aeroporto de Guarulhos, em São Paulo, próximo ao portão de embarque 329. Clientes Ultravioleta têm acesso ilimitado, com um acompanhante gratuito e dependentes ilimitados até 17 anos. Tudo feito pelo aplicativo Nubank, de forma simples, rápida e sem filas. Conheça esse espaço exclusivo e cheio de conforto, que vai transformar sua experiência de viagem. Todos os dias, das 6h às 23h, exclusivo para clientes Ultravioleta.",823,24,24,15/03/2025,5820091
Nu,"No Nubank, acreditamos em desafiar o status quo também no crescimento profissional. 

Nossa mobilidade interna permite aos Nubankers expandir seu impacto mantendo a mesma função, mas explorando novas unidades de negócio. Assim, vivenciam novos desafios e ampliam suas habilidades em contextos variados. Tudo isso com suporte constante e condições de trabalho flexíveis.

Quer saber mais sobre como estamos redefinindo a evolução de carreira? Confira nosso artigo completo!",293,20,20,15/03/2025,5820091
Nu,"Quer entender como a jornada de carreira no Nubank é moldada por inovação, crescimento e impacto?

No Nubank, acreditamos que as transições de carreira são uma oportunidade para novos aprendizados, protagonismo e contribuição para o futuro roxo que estamos construindo.

Cada história de evolução interna mostra como os Nubankers se adaptam, crescem e deixam sua marca em diferentes funções e unidades de negócios.

A cultura de flexibilidade e desenvolvimento contínuo no Nu cria um ambiente onde as possibilidades de evolução profissional são infinitas, permitindo que cada pessoa transforme desafios em grandes oportunidades.

Venha descobrir como a experiência de crescimento dentro do Nu é uma jornada de impacto, aprendizagem e realização profissional.",327,9,9,15/03/2025,5820091
Nu,"Quer descobrir como as pessoas que trabalham no Nubank, inovam, se conectam e desafiam padrões para moldar o futuro dos serviços financeiros? 

Conheça as histórias de Claudia, Elves e Rodrigo, e descubra os valores que norteiam tudo o que fazemos, desde desafiar o convencional do mercado até criar conexões significativas com clientes e colegas.

O Nubank está criando um legado de inovação, empoderamento e impacto — uma história extraordinária de cada vez.",308,17,17,13/02/2025,5820091
Nu,"Quer saber 7 motivos pra estagiar no Nu? 👀💜

No link do primeiro comentário você vai descobrir todos, mas já dá para adiantar: aqui, o desafio é real desde o primeiro dia.

Você vai trabalhar em projetos com impacto direto em mais de 118 milhões de clientes e com um time que acredita no seu potencial.

Se você está buscando um começo de carreira com propósito, aprendizado e profissionais referências que estarão ao seu lado, vem viver o
.

📅 Inscrições até 19 de agosto:",1202,59,59,12/08/2025,5820091
Nu,"Comece sua jornada com o Programa de Estágio Nu! 

Estamos em busca de talentos inovadores para dar início à sua carreira com o Jeito Nu de Começar! 💜

Seja para as funções de tecnologia ou corporativas, aqui você vai encontrar um ambiente dinâmico, com aprendizado constante e a chance de trabalhar ao lado de quem está desafiando o convencional e construindo o futuro roxo no Brasil e no mundo!

🔗 Saiba mais e inscreva-se agora:

📅 Inscrições abertas até 19 de agosto – não perca a chance de fazer parte dessa jornada!",1974,145,145,12/08/2025,5820091
Nu,"Pelo quarto trimestre consecutivo, o Nubank segue na melhor posição do Ranking de Reclamações do Bacen, com o menor índice de reclamações entre as instituições financeiras.

Este resultado é uma manifestação direta do nosso valor central: fazer com que os clientes nos amem fanaticamente. E nunca nos damos por satisfeitos. Continuamos trabalhando para reduzir cada vez mais esse índice, o que se refletiu em uma queda de 10,4% no número de reclamações procedentes em comparação ao último trimestre. Nossa vantagem em relação ao segundo melhor colocado é de mais de 37%.",877,28,28,12/08/2025,5820091
Nu,"Últimos ingressos disponíveis para participar da Clojure South 2025! 

Depois de 6 anos, a Clojure South, organizada pelo Nubank, está de volta ao Brasil! Nos dias 6 e 7 de outubro, em São Paulo, a conferência vai reunir pessoas desenvolvedoras e empresas no escritório do Nu para workshops e palestras com especialistas nacionais e internacionais.

Os últimos ingressos já estão à venda e essa é a sua chance de garantir presença em um dos maiores encontros da comunidade Clojure na América Latina.

Seja você alguém que está começando agora a explorar a linguagem ou já domina práticas avançadas, compre o seu ingresso em",130,12,12,11/10/2025,5820091
Nu,"No primeiro episódio do Nu Videocast em 2025, David Vélez, fundador e CEO do Nu, fala sobre as avenidas de expansão para a companhia, em meio a resultados recorde de crescimento e lucratividade em 2024. Com mais de 114 milhões de clientes, o Nu tem planos concretos para continuar crescendo no Brasil, México e Colômbia, ganhando participação de mercado ao engajar cada vez mais sua base.

Ele apresenta os planos para curto e longo prazo, organizados em três atos, que incluem expandir ainda mais na América Latina, ir além dos produtos financeiros, estabelecer as bases para entrar em novos países e desenvolver o AI Private Banker.

David também conta os bastidores de como definimos metas e prioridades na empresa, e como os Nubankers são recompensados por atingi-las. Para uma aula completa de Nubank, assista ao episódio no YouTube, com legendas em português e espanhol, ou no Spotify.

YouTube:
Spotify:",147,5,5,15/03/2025,5820091
Nu,"Por que trabalhar no Nubank?

No artigo de hoje em nosso blog, vamos explorar o que faz o Nubank se destacar, compartilhando as experiências de três Nubankers — Eduardo, João e Vanessa. Cada um deles encontrou aqui mais do que um emprego: descobriu um lugar onde o trabalho faz sentido, onde há espaço para crescimento de carreira, para colaborar com pessoas incríveis e impactar milhões de clientes com mudanças positivas.

Para quem ainda se pergunta “por que escolher trabalhar no Nubank?”, esses relatos falam por si. Confiram em nosso blog:",910,47,47,15/03/2025,5820091
Nu,"Pelo segundo ano consecutivo, o Nubank foi reconhecido pelo Euromoney Awards for Excellence 2025 e pela lista The World’s Top Fintech Companies: 2025, da CNBC, ambos realizados por alguns dos principais veículos de comunicação do mundo.

A Euromoney premiou o Nu como Melhor Banco Digital do Brasil e Melhor Banco Digital para Clientes na América Latina, destacando o protagonismo da companhia no mercado financeiro e a conquista de um crescimento forte, que resultou em uma lucratividade líder de mercado. Na lista da CNBC, a companhia é destaque na categoria neobancos.

Leia mais sobre a lista do Euromoney:


E a lista da CNBC:",1321,49,49,12/08/2025,5820091
Nu,"100 milhões de motivos para agradecer.


Hoje celebramos uma conquista extraordinária: 100 milhões de clientes brasileiros escolheram o Nubank para simplificar suas vidas financeiras. Alcançar esse marco no Brasil, onde tudo começou, vai muito além de um número — é o reflexo da confiança que cada cliente deposita em nós.


Desde o início, nossa missão foi clara: devolver às pessoas o controle de suas finanças com serviços simples, transparentes e humanizados. Ao longo dessa jornada, desafiamos o status quo do setor bancário, quebramos barreiras e continuamos a inovar. E só chegamos até aqui porque, para o Nubank, cada cliente é único.


Obrigado por fazer parte dessa história! 💜",1294,43,43,15/12/2024,5820091
Nu,"O Nubank foi reconhecido pela Brand Finance como a Marca Mais Forte do Brasil 2025 e a que Mais se Valorizou no Último Ano!

Segundo o estudo, o Nubank aumentou seu valor de marca em 195%, o equivalente a US$ 4 bilhões. Este crescimento levou a companhia ao top 5 das marcas mais valiosas do país. O Nu alcançou também uma pontuação de Índice de Força da Marca (BSI) de 95,3 em 100. De acordo com a pesquisa, a marca desfruta de alta familiaridade, forte consideração e pontuações de recomendação consistentemente positivas.

Confira os rankings:",1390,40,40,13/07/2025,5820091
Nu,"O Nu fechou o primeiro trimestre de 2025 com quase 119 milhões de clientes e atingiu novos recordes nos principais resultados financeiros e operacionais.
A receita da Nu Holdings cresceu 40% em um ano e chegou a US$ 3.2 bilhões no tri. Ao mesmo tempo, a estrutura de custos do Nu se mantém uma das mais baixas da indústria, e a companhia segue quebrando recorde de eficiência.
Confira o press release completo:",680,21,21,13/06/2025,5820091
Nu,"O Nubank é agora a terceira maior instituição financeira do Brasil em número de clientes, segundo o último relatório do Bacen. Além disso, é novamente a instituição com o menor índice de reclamações.

Esse marco reforça nosso compromisso diário de transformar a relação das pessoas com o dinheiro, oferecendo produtos relevantes, serviços confiáveis e cuidado nos detalhes.

A cada cliente que escolheu caminhar ao nosso lado, nosso muito obrigado.",2063,77,77,13/02/2025,5820091
Nu,"Estamos muito felizes em comunicar que ganhamos pela oitava vez consecutiva a maior premiação de atendimento do país. Fomos vencedores nas categorias Bancos e Cartões Digitais – Megaoperações, Operadoras e Administradoras de Cartões – Bancos e recebemos o Prêmio Especial – Super Campeã, com o maior número de votos de todo o Prêmio Reclame AQUI.

Esse reconhecimento é fruto do trabalho diário de um time que é aficcionado por oferecer a melhor experiência de atendimento para os nossos clientes. Agradecemos aos mais de 100 milhões de clientes no Brasil que nos ajudam a fazer um Nubank melhor a cada dia.",1120,92,92,14/01/2025,5820091
Nu,"É com grande orgulho que anunciamos que o Nubank foi reconhecido pela TIME como uma das melhores marcas do Brasil em 2024, liderando o ranking em duas categorias: “Bancos” e “Neobancos & Corretoras Digitais”. 🏆

Esse novo reconhecimento reflete o impacto contínuo que estamos gerando no setor financeiro, não apenas na América Latina, mas também no cenário global. Nosso compromisso com inovação, experiência do cliente e um futuro sem burocracias continua mais forte do que nunca.",960,47,47,15/12/2024,5820091
