Id,Username,Text,Created At,Retweets,Likes,Quote_count,Reply_count,View_count
1854935509027467295,belo 🌎,"HOY 30% OFF EN TODOS LOS COMERCIOS 🔥

Pagando con tu belo Mastercard a través de Google Pay con tu reloj o celular tenés un 30% OFF los VIERNES 😉 https://t.co/xd4yHanRmz",Fri Nov 08 17:14:23 +0000 2024,0,7,0,2,1984
1854319938930188677,belo 🌎,🎁,Thu Nov 07 00:28:19 +0000 2024,0,8,0,4,3084
1854268131125903778,belo 🌎,Orgullosos de acompañar a los campeones que nos llevan por el mundo 🚀🌎,Wed Nov 06 21:02:27 +0000 2024,3,30,2,1,3390
1854241036354158849,belo 🌎,"¿Cierra la de crédito? Tranqui, la pagás directo desde belo 🙌 https://t.co/leh4n1oZTH",Wed Nov 06 19:14:47 +0000 2024,1,8,2,4,4107
1854215116041957463,belo 🌎,Sumate a la comunidad para no perderte estas cosas 😉 https://t.co/iYX04tIsRc,Wed Nov 06 17:31:47 +0000 2024,0,3,0,2,1890
1854213174544769211,belo 🌎,"Hola, vení a construirme. 
Gracias.",Wed Nov 06 17:24:05 +0000 2024,1,11,0,3,2347
1854192284377526726,belo 🌎,Un avance del nuevo merch 🔥 ¿Quién quiere? https://t.co/6AJ5IcIxvl,Wed Nov 06 16:01:04 +0000 2024,4,168,0,64,11931
1854163317083766898,belo 🌎,"¿Todos estamos con ganas de un viajecito a Brasil, no? 😉🇧🇷

Si ya lo estás decidiendo, te dejo una guía con toda la documentación que necesitás si viajás desde Argentina en avión o en auto ✈️👇 https://t.co/pGirizSM1J",Wed Nov 06 14:05:58 +0000 2024,2,9,0,2,2140
1852488023092396501,belo 🌎,"¿Querés destacar en tu próxima entrevista laboral? 🌟

La reclutadora @BBrigitte_HR nos compartió consejos clave para preparar tus respuestas y resaltar tus fortalezas 🚀 https://t.co/G2KvZJCpXT",Fri Nov 01 23:08:56 +0000 2024,3,8,0,1,2456
1852450557111460042,belo 🌎,QUEDA POCO TIEMPO ⏱️,Fri Nov 01 20:40:04 +0000 2024,3,4,0,1,2690
1852406420584501563,belo 🌎,"🎃 FESTIVAL DE HALLOWEEN en STEAM 👻

Más de 6000 JUEGOS DE TERROR con hasta 90% de DESCUENTO 🤑

Recordá que comprando desde Tiendas Virtuales en la app de belo te sale aún más BARATO 💸

Guía de cómo pagar en Steam con belo 🧵👇 https://t.co/kbIpzY2yeI",Fri Nov 01 17:44:41 +0000 2024,4,20,2,2,3076
