fecha,hora,timestamp,posicion,nombre_trend,volumen,volumen_numerico
01-04-2021,10:00,01-04-2021|10:00,1,#스키즈_왕좌의_승전가,613.383 tweet,613383.0
01-04-2021,10:00,01-04-2021|10:00,10,felix,294.837 tweet,294837.0
01-04-2021,10:00,01-04-2021|10:00,2,STRAY KINGS HAVE ARRIVED,593.165 tweet,593165.0
01-04-2021,10:00,01-04-2021|10:00,3,#StrayKids_FirstConquer,537.612 tweet,537612.0
01-04-2021,10:00,01-04-2021|10:00,4,#HabraConsecuencias,,
01-04-2021,10:00,01-04-2021|10:00,5,#BuenJueves,,
01-04-2021,10:00,01-04-2021|10:00,6,Saborido,,
01-04-2021,10:00,01-04-2021|10:00,7,#더보이즈_킹덤우승_가보자고,137.217 tweet,137217.0
01-04-2021,10:00,01-04-2021|10:00,8,WELCOME TO OUR KINGDOM,198.135 tweet,198135.0
01-04-2021,10:00,01-04-2021|10:00,9,8 MAKES 1 KING,155.758 tweet,155758.0
01-04-2021,14:00,01-04-2021|14:00,1,#FilmOutbyBTS,1.567.057 tweet,1567057.0
01-04-2021,14:00,01-04-2021|14:00,10,Callao,,
01-04-2021,14:00,01-04-2021|14:00,2,#ProudOfComposerJK,174.626 tweet,174626.0
01-04-2021,14:00,01-04-2021|14:00,3,#BuenJueves,,
01-04-2021,14:00,01-04-2021|14:00,4,#HabraConsecuencias,,
01-04-2021,14:00,01-04-2021|14:00,5,#스키즈_왕좌의_승전가,657.561 tweet,657561.0
01-04-2021,14:00,01-04-2021|14:00,6,STRAY KINGS HAVE ARRIVED,622.092 tweet,622092.0
01-04-2021,14:00,01-04-2021|14:00,7,Saborido,,
01-04-2021,14:00,01-04-2021|14:00,8,UN MES DE MICA EN SHOW ATTACK,,
01-04-2021,14:00,01-04-2021|14:00,9,Campuzano,,
01-04-2021,20:00,01-04-2021|20:00,1,#FilmOutbyBTS,1.909.966 tweet,1909966.0
01-04-2021,20:00,01-04-2021|20:00,10,REQUEST,638.999 tweet,638999.0
01-04-2021,20:00,01-04-2021|20:00,2,#Top50LouisTomlinson,328.339 tweet,328339.0
01-04-2021,20:00,01-04-2021|20:00,3,BUY GOLDEN ON ITUNES,50.912 tweet,50912.0
01-04-2021,20:00,01-04-2021|20:00,4,Torreira,14.490 tweet,14490.0
01-04-2021,20:00,01-04-2021|20:00,5,#ProudOfComposerJK,249.064 tweet,249064.0
01-04-2021,20:00,01-04-2021|20:00,6,#방탄소년단,840.465 tweet,840465.0
01-04-2021,20:00,01-04-2021|20:00,7,ÚSAME RUGGERO FT DVICIO,18.232 tweet,18232.0
01-04-2021,20:00,01-04-2021|20:00,8,#argtwt,,
01-04-2021,20:00,01-04-2021|20:00,9,olivia,168.848 tweet,168848.0
01-04-2025,10:00,01-04-2025|10:00,1,Toti Ciliberto,2.540 tweet,2540.0
01-04-2025,10:00,01-04-2025|10:00,10,El Eternauta,29.200 tweet,29200.0
01-04-2025,10:00,01-04-2025|10:00,2,#MileiBajoLaPobreza,,
01-04-2025,10:00,01-04-2025|10:00,3,#BuenMartes,,
01-04-2025,10:00,01-04-2025|10:00,4,Bati al 9009,62.800 tweet,62800.0
01-04-2025,10:00,01-04-2025|10:00,5,Videomatch,,
01-04-2025,10:00,01-04-2025|10:00,6,#fmluzu,,
01-04-2025,10:00,01-04-2025|10:00,7,#GranHermano,228.000 tweet,228000.0
01-04-2025,10:00,01-04-2025|10:00,8,INDEC,18.000 tweet,18000.0
01-04-2025,10:00,01-04-2025|10:00,9,luz al 9009,32.800 tweet,32800.0
01-04-2025,14:00,01-04-2025|14:00,1,Dua Lipa,20.600 tweet,20600.0
01-04-2025,14:00,01-04-2025|14:00,10,STAY ARG SIGUE EN PIE,6.874 tweet,6874.0
01-04-2025,14:00,01-04-2025|14:00,2,#MileiBajoLaPobreza,64.599 tweet,64599.0
01-04-2025,14:00,01-04-2025|14:00,3,Toti Ciliberto,5.663 tweet,5663.0
01-04-2025,14:00,01-04-2025|14:00,4,INDEC,21.000 tweet,21000.0
01-04-2025,14:00,01-04-2025|14:00,5,#GranHermano,222.000 tweet,222000.0
01-04-2025,14:00,01-04-2025|14:00,6,#ArgentinaWantsSKZ,7.111 tweet,7111.0
01-04-2025,14:00,01-04-2025|14:00,7,El Eternauta,30.200 tweet,30200.0
01-04-2025,14:00,01-04-2025|14:00,8,#LACASAxTINI,1.131 tweet,1131.0
01-04-2025,14:00,01-04-2025|14:00,9,Macri,45.599 tweet,45599.0
01-04-2025,16:03,01-04-2025|16:03,1,Toti Ciliberto,6.761 tweet,6761.0
01-04-2025,16:03,01-04-2025|16:03,10,Alperovich,1.372 tweet,1372.0
01-04-2025,16:03,01-04-2025|16:03,2,#MileiBajoLaPobreza,65.600 tweet,65600.0
01-04-2025,16:03,01-04-2025|16:03,3,INDEC,22.600 tweet,22600.0
01-04-2025,16:03,01-04-2025|16:03,4,#GranHermano,222.000 tweet,222000.0
01-04-2025,16:03,01-04-2025|16:03,5,Dua Lipa,28.600 tweet,28600.0
01-04-2025,16:03,01-04-2025|16:03,6,#ArgentinaWantsSKZ,7.492 tweet,7492.0
01-04-2025,16:03,01-04-2025|16:03,7,Macri,46.000 tweet,46000.0
01-04-2025,16:03,01-04-2025|16:03,8,El Eternauta,29.400 tweet,29400.0
01-04-2025,16:03,01-04-2025|16:03,9,STAY ARG SIGUE EN PIE,7.190 tweet,7190.0
01-04-2025,20:00,01-04-2025|20:00,1,Hidalgo,8.452 tweet,8452.0
01-04-2025,20:00,01-04-2025|20:00,10,Macri,46.400 tweet,46400.0
01-04-2025,20:00,01-04-2025|20:00,2,#GranHermano,228.000 tweet,228000.0
01-04-2025,20:00,01-04-2025|20:00,3,Toti Ciliberto,8.016 tweet,8016.0
01-04-2025,20:00,01-04-2025|20:00,4,INDEC,18.200 tweet,18200.0
01-04-2025,20:00,01-04-2025|20:00,5,#ArgentinaWantsSKZ,8.844 tweet,8844.0
01-04-2025,20:00,01-04-2025|20:00,6,STAY ARG SIGUE EN PIE,8.379 tweet,8379.0
01-04-2025,20:00,01-04-2025|20:00,7,#MileiBajoLaPobreza,32.600 tweet,32600.0
01-04-2025,20:00,01-04-2025|20:00,8,Malvinas,22.799 tweet,22799.0
01-04-2025,20:00,01-04-2025|20:00,9,Dua Lipa,36.000 tweet,36000.0
01-05-2019,10:00,01-05-2019|10:00,1,#FelizDiaDelTrabajador,14.762 tweet,14762.0
01-05-2019,10:00,01-05-2019|10:00,10,Asamblea Legislativa,,
01-05-2019,10:00,01-05-2019|10:00,2,#DiaDelTrabajador,26.938 tweet,26938.0
01-05-2019,10:00,01-05-2019|10:00,3,#1deMayo,58.177 tweet,58177.0
01-05-2019,10:00,01-05-2019|10:00,4,Feliz Día del Trabajador,22.523 tweet,22523.0
01-05-2019,10:00,01-05-2019|10:00,5,#BuenMiercoles,,
01-05-2019,10:00,01-05-2019|10:00,6,#AyrtonSenna,12.278 tweet,12278.0
01-05-2019,10:00,01-05-2019|10:00,7,Trabajadores,133.120 tweet,133120.0
01-05-2019,10:00,01-05-2019|10:00,8,Mártires de Chicago,,
01-05-2019,10:00,01-05-2019|10:00,9,Aeronavegantes,,
01-05-2019,14:00,01-05-2019|14:00,1,#FelizDiaDelTrabajador,55.017 tweet,55017.0
01-05-2019,14:00,01-05-2019|14:00,10,Día del Trabajador,102.114 tweet,102114.0
01-05-2019,14:00,01-05-2019|14:00,2,#DiaDelTrabajador,60.164 tweet,60164.0
01-05-2019,14:00,01-05-2019|14:00,3,#1deMayo,120.385 tweet,120385.0
01-05-2019,14:00,01-05-2019|14:00,4,Feliz Día,266.308 tweet,266308.0
01-05-2019,14:00,01-05-2019|14:00,5,Iker Casillas,104.618 tweet,104618.0
01-05-2019,14:00,01-05-2019|14:00,6,#BuenMiercoles,,
01-05-2019,14:00,01-05-2019|14:00,7,Mujica,10.652 tweet,10652.0
01-05-2019,14:00,01-05-2019|14:00,8,#FuerzaIker,27.968 tweet,27968.0
01-05-2019,14:00,01-05-2019|14:00,9,Locro,14.801 tweet,14801.0
01-05-2019,20:00,01-05-2019|20:00,1,Messi,1.651.762 tweet,1651762.0
01-05-2019,20:00,01-05-2019|20:00,10,#FSRadioSur,,
01-05-2019,20:00,01-05-2019|20:00,2,#BTSOnE,794.322 tweet,794322.0
01-05-2019,20:00,01-05-2019|20:00,3,Lionel,266.056 tweet,266056.0
01-05-2019,20:00,01-05-2019|20:00,4,Liverpool,703.991 tweet,703991.0
01-05-2019,20:00,01-05-2019|20:00,5,#BBMAs,2.819.262 tweet,2819262.0
01-05-2019,20:00,01-05-2019|20:00,6,Barcelona,520.596 tweet,520596.0
01-05-2019,20:00,01-05-2019|20:00,7,Dembele,85.262 tweet,85262.0
01-05-2019,20:00,01-05-2019|20:00,8,Barça,357.010 tweet,357010.0
01-05-2019,20:00,01-05-2019|20:00,9,Ter Stegen,41.295 tweet,41295.0
01-05-2025,10:00,01-05-2025|10:00,1,Feliz Día del Trabajador,35.800 tweet,35800.0
01-05-2025,10:00,01-05-2025|10:00,10,Bianchi,26.000 tweet,26000.0
01-05-2025,10:00,01-05-2025|10:00,2,#1DeMayo,33.000 tweet,33000.0
01-05-2025,10:00,01-05-2025|10:00,3,CHIARA AL 9009,141.000 tweet,141000.0
01-05-2025,10:00,01-05-2025|10:00,4,El Eternauta,39.800 tweet,39800.0
01-05-2025,10:00,01-05-2025|10:00,5,luz al 9009,41.200 tweet,41200.0
01-05-2025,10:00,01-05-2025|10:00,6,#BuenJueves,,
01-05-2025,10:00,01-05-2025|10:00,7,Lali,46.200 tweet,46200.0
01-05-2025,10:00,01-05-2025|10:00,8,MANCUELLO,2.788 tweet,2788.0
01-05-2025,10:00,01-05-2025|10:00,9,Lamine,504.000 tweet,504000.0
01-05-2025,14:00,01-05-2025|14:00,1,CHIARA AL 9009,172.000 tweet,172000.0
01-05-2025,14:00,01-05-2025|14:00,10,Bianchi,20.799 tweet,20799.0
01-05-2025,14:00,01-05-2025|14:00,2,El Eternauta,49.200 tweet,49200.0
01-05-2025,14:00,01-05-2025|14:00,3,Feliz Día del Trabajador,96.400 tweet,96400.0
01-05-2025,14:00,01-05-2025|14:00,4,#1DeMayo,63.599 tweet,63599.0
01-05-2025,14:00,01-05-2025|14:00,5,LUZ AL 9009,52.000 tweet,52000.0
01-05-2025,14:00,01-05-2025|14:00,6,Lali,46.000 tweet,46000.0
01-05-2025,14:00,01-05-2025|14:00,7,MANCUELLO,2.901 tweet,2901.0
01-05-2025,14:00,01-05-2025|14:00,8,#Temblor,,
01-05-2025,14:00,01-05-2025|14:00,9,Lamine,542.000 tweet,542000.0
01-05-2025,20:00,01-05-2025|20:00,1,CHIARA AL 9009,243.000 tweet,243000.0
01-05-2025,20:00,01-05-2025|20:00,10,MANCUELLO,2.914 tweet,2914.0
01-05-2025,20:00,01-05-2025|20:00,2,El Eternauta,63.400 tweet,63400.0
01-05-2025,20:00,01-05-2025|20:00,3,Feliz Día del Trabajador,188.000 tweet,188000.0
01-05-2025,20:00,01-05-2025|20:00,4,LUZ AL 9009,72.199 tweet,72199.0
01-05-2025,20:00,01-05-2025|20:00,5,#1DeMayo,111.000 tweet,111000.0
01-05-2025,20:00,01-05-2025|20:00,6,Lali,46.599 tweet,46599.0
01-05-2025,20:00,01-05-2025|20:00,7,Oesterheld,20.200 tweet,20200.0
01-05-2025,20:00,01-05-2025|20:00,8,Israel,915.000 tweet,915000.0
01-05-2025,20:00,01-05-2025|20:00,9,Darin,14.200 tweet,14200.0
01-07-2025,10:00,01-07-2025|10:00,1,#KicillofPelotudo,103.000 tweet,103000.0
01-07-2025,10:00,01-07-2025|10:00,10,#LaVozArgentina,16.400 tweet,16400.0
01-07-2025,10:00,01-07-2025|10:00,2,Formosa,39.200 tweet,39200.0
01-07-2025,10:00,01-07-2025|10:00,3,Hilal,364.000 tweet,364000.0
01-07-2025,10:00,01-07-2025|10:00,4,#BuenMartes,,
01-07-2025,10:00,01-07-2025|10:00,5,#MileiVendePatria,25.799 tweet,25799.0
01-07-2025,10:00,01-07-2025|10:00,6,Eskenazi,17.600 tweet,17600.0
01-07-2025,10:00,01-07-2025|10:00,7,JP Morgan,21.200 tweet,21200.0
01-07-2025,10:00,01-07-2025|10:00,8,LIVE OT7,51.800 tweet,51800.0
01-07-2025,10:00,01-07-2025|10:00,9,Juan Domingo Perón,1.747 tweet,1747.0
01-07-2025,14:00,01-07-2025|14:00,1,#KicillofPelotudo,114.000 tweet,114000.0
01-07-2025,14:00,01-07-2025|14:00,10,Manchester City,152.000 tweet,152000.0
01-07-2025,14:00,01-07-2025|14:00,2,Hilal,410.000 tweet,410000.0
01-07-2025,14:00,01-07-2025|14:00,3,Formosa,27.200 tweet,27200.0
01-07-2025,14:00,01-07-2025|14:00,4,#MileiVendePatria,32.600 tweet,32600.0
01-07-2025,14:00,01-07-2025|14:00,5,Eskenazi,22.400 tweet,22400.0
01-07-2025,14:00,01-07-2025|14:00,6,JP Morgan,17.000 tweet,17000.0
01-07-2025,14:00,01-07-2025|14:00,7,Colón,17.400 tweet,17400.0
01-07-2025,14:00,01-07-2025|14:00,8,Repsol,6.806 tweet,6806.0
01-07-2025,14:00,01-07-2025|14:00,9,Preska,40.800 tweet,40800.0
01-07-2025,17:28,01-07-2025|17:28,1,#KicillofPelotudo,99.600 tweet,99600.0
01-07-2025,17:28,01-07-2025|17:28,10,TATO EN FUERA DE JODA,7.022 tweet,7022.0
01-07-2025,17:28,01-07-2025|17:28,2,Hilal,433.000 tweet,433000.0
01-07-2025,17:28,01-07-2025|17:28,3,Formosa,20.000 tweet,20000.0
01-07-2025,17:28,01-07-2025|17:28,4,#MileiVendePatria,36.400 tweet,36400.0
01-07-2025,17:28,01-07-2025|17:28,5,Eskenazi,23.400 tweet,23400.0
01-07-2025,17:28,01-07-2025|17:28,6,JP Morgan,13.800 tweet,13800.0
01-07-2025,17:28,01-07-2025|17:28,7,Repsol,7.096 tweet,7096.0
01-07-2025,17:28,01-07-2025|17:28,8,Colón,18.600 tweet,18600.0
01-07-2025,17:28,01-07-2025|17:28,9,Preska,26.600 tweet,26600.0
01-07-2025,20:00,01-07-2025|20:00,1,#SiempreConEl43,13.000 tweet,13000.0
01-07-2025,20:00,01-07-2025|20:00,10,tato en lam,19.000 tweet,19000.0
01-07-2025,20:00,01-07-2025|20:00,2,#KicillofPelotudo,79.800 tweet,79800.0
01-07-2025,20:00,01-07-2025|20:00,3,#MileiVendePatria,39.599 tweet,39599.0
01-07-2025,20:00,01-07-2025|20:00,4,Hilal,442.000 tweet,442000.0
01-07-2025,20:00,01-07-2025|20:00,5,Eskenazi,22.200 tweet,22200.0
01-07-2025,20:00,01-07-2025|20:00,6,Formosa,17.600 tweet,17600.0
01-07-2025,20:00,01-07-2025|20:00,7,Repsol,7.175 tweet,7175.0
01-07-2025,20:00,01-07-2025|20:00,8,JP Morgan,12.200 tweet,12200.0
01-07-2025,20:00,01-07-2025|20:00,9,Preska,22.600 tweet,22600.0
01-09-2025,10:00,01-09-2025|10:00,1,Corrientes,107.000 tweet,107000.0
01-09-2025,10:00,01-09-2025|10:00,10,Valdés,24.200 tweet,24200.0
01-09-2025,10:00,01-09-2025|10:00,2,Gasly,42.800 tweet,42800.0
01-09-2025,10:00,01-09-2025|10:00,3,Franco,98.000 tweet,98000.0
01-09-2025,10:00,01-09-2025|10:00,4,#BuenLunes,,
01-09-2025,10:00,01-09-2025|10:00,5,Arias,9.967 tweet,9967.0
01-09-2025,10:00,01-09-2025|10:00,6,#FuriaPorElMundo,102.000 tweet,102000.0
01-09-2025,10:00,01-09-2025|10:00,7,Alpine,32.000 tweet,32000.0
01-09-2025,10:00,01-09-2025|10:00,8,Jungkook,1.859.999 tweet,1859999.0
01-09-2025,10:00,01-09-2025|10:00,9,#ElClubDelMoro,,
01-09-2025,13:30,01-09-2025|13:30,1,Corrientes,115.000 tweet,115000.0
01-09-2025,13:30,01-09-2025|13:30,10,#nadiedicenada,1.177 tweet,1177.0
01-09-2025,13:30,01-09-2025|13:30,2,Gasly,14.200 tweet,14200.0
01-09-2025,13:30,01-09-2025|13:30,3,Franco,56.000 tweet,56000.0
01-09-2025,13:30,01-09-2025|13:30,4,PAMI,27.200 tweet,27200.0
01-09-2025,13:30,01-09-2025|13:30,5,Las Vegas,18.600 tweet,18600.0
01-09-2025,13:30,01-09-2025|13:30,6,Arias,10.399 tweet,10399.0
01-09-2025,13:30,01-09-2025|13:30,7,#FuriaPorElMundo,91.000 tweet,91000.0
01-09-2025,13:30,01-09-2025|13:30,8,Alpine,14.200 tweet,14200.0
01-09-2025,13:30,01-09-2025|13:30,9,chase atlantic,2.844 tweet,2844.0
01-09-2025,14:00,01-09-2025|14:00,1,Corrientes,117.000 tweet,117000.0
01-09-2025,14:00,01-09-2025|14:00,10,Valdés,25.200 tweet,25200.0
01-09-2025,14:00,01-09-2025|14:00,2,Gasly,14.399 tweet,14399.0
01-09-2025,14:00,01-09-2025|14:00,3,Franco,57.200 tweet,57200.0
01-09-2025,14:00,01-09-2025|14:00,4,Las Vegas,19.400 tweet,19400.0
01-09-2025,14:00,01-09-2025|14:00,5,PAMI,29.799 tweet,29799.0
01-09-2025,14:00,01-09-2025|14:00,6,Arias,11.000 tweet,11000.0
01-09-2025,14:00,01-09-2025|14:00,7,#FuriaPorElMundo,91.000 tweet,91000.0
01-09-2025,14:00,01-09-2025|14:00,8,Alpine,14.600 tweet,14600.0
01-09-2025,14:00,01-09-2025|14:00,9,chase atlantic,3.354 tweet,3354.0
01-09-2025,20:00,01-09-2025|20:00,1,Rial,70.400 tweet,70400.0
01-09-2025,20:00,01-09-2025|20:00,10,Bullrich,38.000 tweet,38000.0
01-09-2025,20:00,01-09-2025|20:00,2,#GELP,,
01-09-2025,20:00,01-09-2025|20:00,3,#CensuraPrevia,4.510 tweet,4510.0
01-09-2025,20:00,01-09-2025|20:00,4,Karina Milei,103.000 tweet,103000.0
01-09-2025,20:00,01-09-2025|20:00,5,#integracionformulera,,
01-09-2025,20:00,01-09-2025|20:00,6,Casa Rosada,19.400 tweet,19400.0
01-09-2025,20:00,01-09-2025|20:00,7,#AUTRYXMMY,9.665 tweet,9665.0
01-09-2025,20:00,01-09-2025|20:00,8,Venezuela,319.000 tweet,319000.0
01-09-2025,20:00,01-09-2025|20:00,9,HAVE A GOOD FLIGHT CHANGBIN,10.200 tweet,10200.0
01-10-2019,10:00,01-10-2019|10:00,1,#BuenMartes,,
01-10-2019,10:00,01-10-2019|10:00,10,Boquin,,
01-10-2019,10:00,01-10-2019|10:00,2,#ElClubDelMoro,,
01-10-2019,10:00,01-10-2019|10:00,3,ES HOY,17.918 tweet,17918.0
01-10-2019,10:00,01-10-2019|10:00,4,#lluvia,,
01-10-2019,10:00,01-10-2019|10:00,5,Bienvenido Octubre,,
01-10-2019,10:00,01-10-2019|10:00,6,#SiSePuedeCordoba,,
01-10-2019,10:00,01-10-2019|10:00,7,#JuntosSomosMasGrandes,,
01-10-2019,10:00,01-10-2019|10:00,8,Pagni,,
01-10-2019,10:00,01-10-2019|10:00,9,Santa Teresita del Niño Jesús,,
01-10-2019,14:00,01-10-2019|14:00,1,La Corte,18.592 tweet,18592.0
01-10-2019,14:00,01-10-2019|14:00,10,Chanel,266.640 tweet,266640.0
01-10-2019,14:00,01-10-2019|14:00,2,#BuenMartes,10.282 tweet,10282.0
01-10-2019,14:00,01-10-2019|14:00,3,#MacriNuncaMas,,
01-10-2019,14:00,01-10-2019|14:00,4,#SiSePuedeCordoba,12.626 tweet,12626.0
01-10-2019,14:00,01-10-2019|14:00,5,#BirdsOfPrey,57.146 tweet,57146.0
01-10-2019,14:00,01-10-2019|14:00,6,#FerEsMiIntendenta,,
01-10-2019,14:00,01-10-2019|14:00,7,Viviana Canosa,,
01-10-2019,14:00,01-10-2019|14:00,8,Margot Robbie,,
01-10-2019,14:00,01-10-2019|14:00,9,Guillermo Andino,,
01-10-2019,20:00,01-10-2019|20:00,1,#RiverxFOX,,
01-10-2019,20:00,01-10-2019|20:00,10,Corte,99.178 tweet,99178.0
01-10-2019,20:00,01-10-2019|20:00,2,#BocaxFOX,,
01-10-2019,20:00,01-10-2019|20:00,3,Tottenham,138.415 tweet,138415.0
01-10-2019,20:00,01-10-2019|20:00,4,Bayern,174.564 tweet,174564.0
01-10-2019,20:00,01-10-2019|20:00,5,#SiSePuedeCordoba,49.853 tweet,49853.0
01-10-2019,20:00,01-10-2019|20:00,6,#YatraEnFmCordoba,,
01-10-2019,20:00,01-10-2019|20:00,7,Gnabry,119.454 tweet,119454.0
01-10-2019,20:00,01-10-2019|20:00,8,lewandowski,50.490 tweet,50490.0
01-10-2019,20:00,01-10-2019|20:00,9,#LALIGERA,,
01-11-2024,10:00,01-11-2024|10:00,1,Juanfer,50.000 tweet,50000.0
01-11-2024,10:00,01-11-2024|10:00,10,#2024MAMAVOTE,685.000 tweet,685000.0
01-11-2024,10:00,01-11-2024|10:00,2,Racing,145.000 tweet,145000.0
01-11-2024,10:00,01-11-2024|10:00,3,Halloween,7.039.999 tweet,7039999.0
01-11-2024,10:00,01-11-2024|10:00,4,Enzo Fernández,152.000 tweet,152000.0
01-11-2024,10:00,01-11-2024|10:00,5,Juan José Sebreli,1.659 tweet,1659.0
01-11-2024,10:00,01-11-2024|10:00,6,Cazzu,128.000 tweet,128000.0
01-11-2024,10:00,01-11-2024|10:00,7,#BuenViernes,2.997 tweet,2997.0
01-11-2024,10:00,01-11-2024|10:00,8,Mondino,34.400 tweet,34400.0
01-11-2024,10:00,01-11-2024|10:00,9,Alfonsín,33.000 tweet,33000.0
01-11-2024,14:00,01-11-2024|14:00,1,Juanfer,57.599 tweet,57599.0
01-11-2024,14:00,01-11-2024|14:00,10,Ameri,35.200 tweet,35200.0
01-11-2024,14:00,01-11-2024|14:00,2,Racing,159.000 tweet,159000.0
01-11-2024,14:00,01-11-2024|14:00,3,Halloween,4.320.000 tweet,4320000.0
01-11-2024,14:00,01-11-2024|14:00,4,Enzo Fernández,117.000 tweet,117000.0
01-11-2024,14:00,01-11-2024|14:00,5,Cazzu,160.000 tweet,160000.0
01-11-2024,14:00,01-11-2024|14:00,6,Mondino,26.200 tweet,26200.0
01-11-2024,14:00,01-11-2024|14:00,7,Alfonsín,24.799 tweet,24799.0
01-11-2024,14:00,01-11-2024|14:00,8,#2024MAMAVOTE,1.940.000 tweet,1940000.0
01-11-2024,14:00,01-11-2024|14:00,9,que te vuelva amor out now,41.400 tweet,41400.0
01-11-2024,20:00,01-11-2024|20:00,1,Cerutti,1.712 tweet,1712.0
01-11-2024,20:00,01-11-2024|20:00,10,Leguizamon,,
01-11-2024,20:00,01-11-2024|20:00,2,#SeTerminoLaRecesion,30.400 tweet,30400.0
01-11-2024,20:00,01-11-2024|20:00,3,Racing,170.000 tweet,170000.0
01-11-2024,20:00,01-11-2024|20:00,4,Juanfer,62.800 tweet,62800.0
01-11-2024,20:00,01-11-2024|20:00,5,Halloween,2.019.999 tweet,2019999.0
01-11-2024,20:00,01-11-2024|20:00,6,Enzo Fernández,84.000 tweet,84000.0
01-11-2024,20:00,01-11-2024|20:00,7,Cazzu,181.000 tweet,181000.0
01-11-2024,20:00,01-11-2024|20:00,8,que te vuelva amor out now,41.400 tweet,41400.0
01-11-2024,20:00,01-11-2024|20:00,9,Ameri,37.400 tweet,37400.0
01-12-2020,10:00,01-12-2020|10:00,1,#AbortoLegalEsVida,,
01-12-2020,10:00,01-12-2020|10:00,10,INADI,13.547 tweet,13547.0
01-12-2020,10:00,01-12-2020|10:00,2,#BuenMartes,,
01-12-2020,10:00,01-12-2020|10:00,3,#habraconsecuencias,,
01-12-2020,10:00,01-12-2020|10:00,4,SIDA,31.999 tweet,31999.0
01-12-2020,10:00,01-12-2020|10:00,5,#AbortoLegal2020,,
01-12-2020,10:00,01-12-2020|10:00,6,Migue Granados,,
01-12-2020,10:00,01-12-2020|10:00,7,Nati Jota,,
01-12-2020,10:00,01-12-2020|10:00,8,#FelizMartes,,
01-12-2020,10:00,01-12-2020|10:00,9,Massa,36.970 tweet,36970.0
01-12-2020,14:00,01-12-2020|14:00,1,#AbortoLegalEsVida,17.388 tweet,17388.0
01-12-2020,14:00,01-12-2020|14:00,10,Migue Granados,,
01-12-2020,14:00,01-12-2020|14:00,2,#Missyou1D,,
01-12-2020,14:00,01-12-2020|14:00,3,Berni,,
01-12-2020,14:00,01-12-2020|14:00,4,THE ADULTS ARE TALKING,,
01-12-2020,14:00,01-12-2020|14:00,5,Manchester,34.964 tweet,34964.0
01-12-2020,14:00,01-12-2020|14:00,6,ATRODEN,,
01-12-2020,14:00,01-12-2020|14:00,7,SIDA,60.589 tweet,60589.0
01-12-2020,14:00,01-12-2020|14:00,8,#HastaElNovenoMes,,
01-12-2020,14:00,01-12-2020|14:00,9,Nati Jota,11.344 tweet,11344.0
01-12-2020,20:00,01-12-2020|20:00,1,marley,22.958 tweet,22958.0
01-12-2020,20:00,01-12-2020|20:00,10,#LerenaRacista,,
01-12-2020,20:00,01-12-2020|20:00,2,#louiesasbabies,,
01-12-2020,20:00,01-12-2020|20:00,3,#MacriEsOdio,14.371 tweet,14371.0
01-12-2020,20:00,01-12-2020|20:00,4,Paranaense,,
01-12-2020,20:00,01-12-2020|20:00,5,Closs,,
01-12-2020,20:00,01-12-2020|20:00,6,Vamos River,,
01-12-2020,20:00,01-12-2020|20:00,7,#RenunciaGines,,
01-12-2020,20:00,01-12-2020|20:00,8,Nacho Fernández,,
01-12-2020,20:00,01-12-2020|20:00,9,Elliot Page,237.928 tweet,237928.0
01-12-2022,10:00,01-12-2022|10:00,1,Julian,364.385 tweet,364385.0
01-12-2022,10:00,01-12-2022|10:00,10,Otamendi,53.502 tweet,53502.0
01-12-2022,10:00,01-12-2022|10:00,2,Argentina,1.277.016 tweet,1277016.0
01-12-2022,10:00,01-12-2022|10:00,3,Lewandowski,157.913 tweet,157913.0
01-12-2022,10:00,01-12-2022|10:00,4,Spotify,4.705.070 tweet,4705070.0
01-12-2022,10:00,01-12-2022|10:00,5,Australia,377.280 tweet,377280.0
01-12-2022,10:00,01-12-2022|10:00,6,#ElClubDelMoro,,
01-12-2022,10:00,01-12-2022|10:00,7,#BuenJueves,,
01-12-2022,10:00,01-12-2022|10:00,8,River,158.626 tweet,158626.0
01-12-2022,10:00,01-12-2022|10:00,9,SIDA,26.279 tweet,26279.0
01-12-2022,14:00,01-12-2022|14:00,1,Lukaku,155.928 tweet,155928.0
01-12-2022,14:00,01-12-2022|14:00,10,Grupo F,,
01-12-2022,14:00,01-12-2022|14:00,2,Bélgica,75.390 tweet,75390.0
01-12-2022,14:00,01-12-2022|14:00,3,Marruecos,25.585 tweet,25585.0
01-12-2022,14:00,01-12-2022|14:00,4,Bruyne,19.979 tweet,19979.0
01-12-2022,14:00,01-12-2022|14:00,5,Hazard,21.247 tweet,21247.0
01-12-2022,14:00,01-12-2022|14:00,6,Modric,17.633 tweet,17633.0
01-12-2022,14:00,01-12-2022|14:00,7,Meunier,,
01-12-2022,14:00,01-12-2022|14:00,8,Tango 01,,
01-12-2022,14:00,01-12-2022|14:00,9,SIDA,42.705 tweet,42705.0
01-12-2022,20:00,01-12-2022|20:00,1,Alemania,256.652 tweet,256652.0
01-12-2022,20:00,01-12-2022|20:00,10,#BarrabravasPRO,,
01-12-2022,20:00,01-12-2022|20:00,2,Gotze,,
01-12-2022,20:00,01-12-2022|20:00,3,#MacriMufa,36.885 tweet,36885.0
01-12-2022,20:00,01-12-2022|20:00,4,Raza Superior,,
01-12-2022,20:00,01-12-2022|20:00,5,#SpotifyCorrupt,328.413 tweet,328413.0
01-12-2022,20:00,01-12-2022|20:00,6,Ritondo,,
